44.24 & SMA & 230.6 & $9.42 pm 1.61$  
44.24 & SMA & 234.6 & $8.04 pm 2.51$  
44.24 & SMA & 246.3 & $10.43 pm 2.13$  
44.24 & SMA & 250.6 & $10.06 pm 3.24$  
45.23 & SMA & 217.0 & $8.28 pm 2.24$  
45.23 & SMA & 233.0 & $10.55 pm 2.39$  
45.23 & SMA & 264.0 & $8.35 pm 3.27$  
45.23 & SMA & 280.0 & $5.7 pm 3.49$  
47.24 & SMA & 230.6 & $11.47 pm 2.81$  
47.24 & SMA & 234.6 & $10.81 pm 4.39$  
47.24 & SMA & 246.6 & $11.65 pm 3.76$  
47.24 & SMA & 250.6 & $5.6 pm 5.37$  
48.31 & SMA & 217.5 & $7.63 pm 1.11$  
48.31 & SMA & 233.5 & $5.73 pm 1.32$  
10.48 & ATCA & 5.5 & $0.15 pm 99$
10.48 & ATCA & 9.0 & $0.27 pm 0.06$  
10.48 & ATCA & 34.0 & $5.6 pm 0.16$  
13.47 & ATCA & 5.5 & $0.22 pm 0.05$  
13.47 & ATCA & 9.0 & $0.52 pm 0.04$  
13.47 & ATCA & 16.7 & $1.5 pm 0.1$  
13.47 & ATCA & 21.2 & $2.3 pm 0.3$  
13.47 & ATCA & 34.0 & $7.6 pm 0.5$  
17.47 & ATCA & 5.5 & $0.41 pm 0.04$  
17.47 & ATCA & 9.0 & $0.99 pm 0.03$  
19.615 & ATCA & 34.0 & $14.26 pm 0.21$  
28.44 & ATCA & 34.0 & $30.59 pm 0.2$  
34.43 & ATCA & 34.0 & $42.68 pm 0.19$  
81.37 & ATCA & 34.0 & $6.97 pm 0.09$  
14.03 & ALMA & 336.5 & $29.4 pm 2.94$  
14.03 & ALMA & 338.5 & $29.1 pm 2.91$  
14.03 & ALMA & 348.5 & $28.49 pm 2.85$  
14.03 & ALMA & 350.5 & $28.29 pm 2.83$  
14.14 & ALMA & 398.0 & $26.46 pm 2.65$  
14.14 & ALMA & 400.0 & $26.21 pm 2.62$  
14.14 & ALMA & 410.0 & $25.69 pm 2.57$  
14.14 & ALMA & 412.0 & $25.95 pm 2.6$  
22.02 & ALMA & 90.5 & $91.18 pm 0.46$  
22.02 & ALMA & 92.5 & $92.31 pm 0.46$  
22.02 & ALMA & 102.5 & $93.97 pm 0.47$  
22.02 & ALMA & 104.5 & $93.57 pm 0.47$  
22.04 & ALMA & 138.0 & $85.1 pm 0.43$  
22.04 & ALMA & 140.0 & $84.58 pm 0.42$  
22.04 & ALMA & 150.0 & $80.62 pm 0.4$  
22.04 & ALMA & 152.0 & $79.71 pm 0.4$  
23.06 & ALMA & 671.0 & $31.5 pm 6.3$  
